‡T,‡U,‡V,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-7,-10,-3,9,-2,-6,8,-9,-5,-12,-19,-10,
-7,-10,-3,9,-2,-6,8,-9,-5,-12,-19,-10,
-7,-10,-3,9,-2,-6,8,-9,-5,-12,-19,-10,
-7,-10,-3,9,-2,-6,8,-9,-5,-12,-18,-9,
-7,-10,-3,9,-2,-6,8,-9,-5,-12,-19,-10,
-7,-10,-3,9,-2,-6,7,-9,-5,-12,-19,-11,
-6,-10,-4,8,-1,-7,7,-9,-5,-12,-20,-12,
-6,-11,-5,9,0,-8,8,-9,-4,-12,-19,-11,
-6,-11,-5,9,0,-8,8,-8,-4,-12,-19,-10,
-6,-11,-5,9,0,-8,8,-9,-4,-11,-19,-11,
-6,-11,-5,9,0,-8,8,-9,-4,-11,-19,-11,
-7,-11,-4,9,-1,-7,8,-9,-4,-10,-19,-11,
-6,-11,-5,9,0,-8,8,-9,-4,-10,-19,-11,
-6,-10,-4,8,-1,-7,8,-8,-3,-10,-19,-11,
-6,-10,-4,8,-1,-7,7,-9,-3,-10,-19,-11,
-7,-10,-3,9,-2,-6,7,-10,-4,-11,-19,-12,
-6,-10,-4,8,-1,-7,7,-9,-4,-10,-19,-12,
-6,-10,-4,8,-1,-7,7,-9,-4,-11,-19,-12,
-6,-10,-4,8,-1,-7,7,-9,-4,-11,-20,-12,
-6,-10,-4,8,-1,-7,7,-9,-4,-10,-20,-12,
-6,-10,-4,8,-1,-7,8,-10,-4,-10,-19,-13,
-5,-9,-4,7,0,-6,8,-10,-4,-10,-19,-13,
-5,-9,-4,7,0,-6,9,-10,-4,-9,-18,-13,
-5,-9,-4,7,0,-6,9,-9,-3,-9,-18,-13,
-6,-10,-4,8,-1,-7,9,-8,-3,-9,-19,-14,
-7,-10,-3,9,-2,-6,9,-8,-3,-8,-18,-14,
-6,-9,-3,8,-1,-6,9,-7,-2,-8,-17,-14,
-5,-9,-4,7,0,-6,9,-7,-1,-8,-17,-13,
-6,-10,-4,8,-1,-7,10,-6,-1,-9,-17,-13,
-6,-10,-4,8,-1,-7,10,-7,-1,-8,-18,-13,
-6,-11,-5,9,0,-8,10,-6,-1,-8,-17,-12,
-5,-10,-5,8,0,-7,10,-6,-2,-7,-17,-11,
-5,-9,-4,7,0,-6,10,-6,-1,-7,-16,-10,
-5,-9,-4,7,0,-6,10,-6,-1,-6,-17,-10,
-5,-9,-4,7,0,-6,10,-6,-1,-6,-17,-10,
-4,-9,-5,7,1,-7,10,-6,-1,-7,-17,-12,
-4,-9,-5,7,1,-7,9,-6,-1,-7,-17,-12,
-4,-9,-5,7,1,-7,9,-7,-1,-6,-17,-13,
-5,-9,-4,7,0,-6,9,-8,-1,-6,-17,-12,
-5,-8,-3,7,-1,-5,9,-8,-1,-5,-16,-13,
-5,-8,-3,7,-1,-5,10,-6,-1,-5,-16,-12,
-5,-9,-4,7,0,-6,10,-6,0,-5,-15,-11,
-5,-9,-4,7,0,-6,10,-6,0,-5,-16,-11,
-5,-9,-4,7,0,-6,10,-6,0,-5,-16,-12,
-5,-10,-5,8,0,-7,10,-6,0,-5,-16,-12,
-5,-10,-5,8,0,-7,10,-6,0,-5,-16,-12,
-3,-9,-6,6,2,-7,10,-6,-1,-6,-16,-13,
-3,-9,-6,6,2,-7,10,-7,-1,-5,-16,-12,
-3,-9,-6,6,2,-7,10,-7,-1,-5,-16,-12,
-4,-9,-5,7,1,-7,10,-7,0,-5,-17,-12,
-5,-9,-4,7,0,-6,10,-6,0,-5,-16,-13,
-5,-9,-4,7,0,-6,10,-6,0,-5,-15,-13,
-5,-9,-4,7,0,-6,10,-6,0,-5,-15,-12,
-4,-9,-5,7,1,-7,9,-6,0,-5,-15,-12,
-4,-9,-5,7,1,-7,9,-7,0,-6,-14,-11,
-4,-9,-5,7,1,-7,9,-7,0,-5,-14,-10,
-5,-9,-4,7,0,-6,9,-8,-1,-5,-15,-10,
-5,-9,-4,7,0,-6,9,-8,-1,-5,-15,-10,
-5,-9,-4,7,0,-6,9,-8,-1,-5,-14,-10,
-5,-9,-4,7,0,-6,8,-9,-2,-6,-14,-10,
-5,-9,-4,7,0,-6,8,-9,-3,-6,-15,-10,
-4,-8,-4,6,0,-6,8,-8,-3,-7,-14,-10,
-4,-8,-4,6,0,-6,8,-8,-3,-7,-14,-10,
-5,-8,-3,7,-1,-5,8,-8,-3,-7,-15,-11,
-5,-8,-3,7,-1,-5,7,-8,-3,-6,-15,-10,
-5,-9,-4,7,0,-6,7,-8,-3,-7,-15,-10,
-5,-9,-4,7,0,-6,6,-9,-4,-8,-16,-9,
-5,-9,-4,7,0,-6,6,-9,-4,-8,-15,-9,
-5,-9,-4,7,0,-6,6,-8,-4,-8,-15,-9,
-5,-9,-4,7,0,-6,6,-8,-4,-8,-16,-10,
-5,-9,-4,7,0,-6,5,-9,-4,-8,-16,-10,
-5,-9,-4,7,0,-6,5,-9,-4,-9,-15,-9,
-5,-8,-3,7,-1,-5,6,-9,-4,-9,-15,-9,
-5,-8,-3,7,-1,-5,6,-9,-4,-10,-15,-9,
-5,-8,-3,7,-1,-5,6,-10,-4,-10,-15,-9,
-5,-9,-4,7,0,-6,7,-10,-5,-10,-15,-9,
-5,-9,-4,7,0,-6,7,-10,-5,-9,-15,-10,
-5,-9,-4,7,0,-6,8,-10,-5,-10,-16,-11,
-4,-9,-5,7,1,-7,7,-10,-6,-11,-16,-10,
-3,-9,-6,6,2,-7,7,-11,-7,-11,-16,-10,
-3,-9,-6,6,2,-7,7,-11,-7,-11,-17,-10,
-3,-9,-6,6,2,-7,7,-10,-7,-11,-17,-10,
-3,-9,-6,6,2,-7,8,-10,-6,-11,-17,-10,
-4,-9,-5,7,1,-7,8,-10,-6,-11,-17,-10,
-4,-10,-6,7,1,-8,8,-11,-6,-12,-17,-10,
-4,-10,-6,7,1,-8,8,-10,-6,-11,-18,-11,
-4,-11,-7,8,2,-9,8,-10,-6,-11,-17,-10,
-3,-11,-8,7,3,-9,8,-10,-6,-11,-17,-11,
-3,-10,-7,7,2,-8,9,-10,-6,-11,-17,-10,
-3,-9,-6,6,2,-7,9,-10,-5,-10,-17,-9,
-3,-6,-3,5,0,-4,10,-9,-4,-10,-16,-9,
-4,-5,-1,5,-1,-3,11,-9,-4,-8,-16,-9,
-3,-2,1,3,-2,0,12,-8,-3,-7,-16,-8,
-3,-1,2,2,-2,1,12,-7,-2,-5,-15,-7,
-2,1,3,1,-2,2,13,-5,0,-4,-14,-6,
-2,4,6,-1,-4,5,14,-5,0,-3,-13,-5,
-1,5,6,-2,-3,6,14,-4,1,-3,-12,-5,
-1,7,8,-3,-4,8,14,-3,3,-2,-11,-5,
1,9,8,-5,-3,9,14,-2,4,-2,-11,-5,
1,10,9,-5,-4,10,14,-2,4,-2,-10,-4,
1,11,10,-6,-4,11,14,-2,4,-2,-10,-4,
0,13,13,-6,-6,13,14,-2,4,-1,-9,-3,
1,14,13,-7,-6,14,14,-2,5,-1,-9,-4,
2,15,13,-8,-5,14,14,-1,6,0,-8,-3,
1,17,16,-9,-7,17,15,-1,7,1,-7,-2,
2,20,18,-11,-8,19,15,-1,8,3,-5,0,
3,23,20,-13,-8,22,13,-3,9,3,-4,0,
2,25,23,-13,-10,24,11,-5,7,4,-3,1,
2,26,24,-14,-11,25,10,-8,7,4,-3,2,
2,28,26,-15,-12,27,10,-8,7,4,-1,4,
3,31,28,-17,-12,30,8,-8,8,5,0,5,
5,32,27,-18,-11,30,7,-10,8,6,0,6,
6,34,28,-20,-11,31,5,-11,8,7,1,7,
7,34,27,-20,-10,31,3,-12,8,8,2,9,
7,33,26,-20,-9,30,2,-12,9,9,5,10,
8,33,25,-20,-8,29,1,-12,9,10,5,11,
7,34,27,-20,-10,31,1,-13,9,11,5,11,
7,35,28,-21,-10,32,2,-11,10,11,5,11,
7,32,25,-19,-9,29,1,-10,10,10,6,11,
7,31,24,-19,-8,28,0,-10,9,9,5,11,
6,30,24,-18,-9,27,0,-11,8,9,4,12,
6,28,22,-17,-8,25,-1,-12,7,8,4,12,
4,26,22,-15,-9,24,-1,-14,5,6,3,11,
1,26,25,-13,-12,26,-1,-15,4,6,2,11,
1,24,23,-12,-11,24,-2,-15,3,6,2,10,
1,21,20,-11,-9,21,-3,-16,2,4,1,9,
0,17,17,-8,-8,17,-3,-17,0,2,0,8,
0,13,13,-6,-6,13,-3,-18,0,0,-1,6,
-2,9,11,-3,-6,10,-2,-18,-2,0,-2,4,
-4,4,8,0,-6,6,-2,-18,-3,-1,-5,2,
-6,1,7,3,-6,4,-1,-17,-3,-1,-6,0,
-6,0,6,3,-6,3,0,-16,-3,-1,-7,0,
-7,-1,6,4,-6,3,1,-15,-4,-2,-8,-1,
-9,-2,7,6,-8,3,2,-14,-4,-4,-10,-2,
-12,-3,9,8,-10,3,4,-14,-5,-6,-12,-4,
-13,-5,8,9,-10,2,5,-13,-5,-9,-13,-5,
-13,-8,5,11,-9,-1,5,-14,-6,-10,-15,-7,
-14,-10,4,12,-9,-3,6,-14,-6,-11,-16,-8,
-14,-11,3,13,-8,-4,6,-15,-7,-11,-16,-8,
-14,-14,0,14,-7,-7,7,-14,-7,-11,-16,-8,
-14,-14,0,14,-7,-7,7,-14,-7,-11,-16,-10,
-14,-15,-1,15,-6,-8,7,-14,-7,-13,-19,-11,
-14,-15,-1,15,-6,-8,7,-14,-8,-14,-19,-10,
-14,-15,-1,15,-6,-8,7,-14,-8,-14,-19,-10,
-13,-16,-3,15,-5,-9,7,-14,-8,-14,-19,-10,
-13,-17,-4,15,-4,-10,7,-15,-8,-14,-19,-12,
-13,-17,-4,15,-4,-10,7,-15,-9,-15,-19,-12,
-13,-17,-4,15,-4,-10,7,-15,-9,-15,-20,-13,
-13,-18,-5,16,-4,-11,7,-15,-9,-15,-21,-13,
-13,-18,-5,16,-4,-11,7,-15,-9,-14,-20,-14,
-14,-19,-5,17,-4,-12,7,-15,-9,-15,-20,-14,
-14,-20,-6,17,-4,-13,7,-15,-10,-15,-21,-14,
-15,-20,-5,18,-5,-12,7,-15,-10,-15,-21,-15,
-15,-20,-5,18,-5,-12,8,-15,-10,-16,-21,-15,
-16,-20,-4,18,-6,-12,8,-16,-10,-15,-20,-14,
-15,-20,-5,18,-5,-12,8,-15,-10,-15,-20,-15,
-15,-20,-5,18,-5,-12,8,-16,-10,-16,-21,-15,
-15,-20,-5,18,-5,-12,9,-16,-11,-16,-22,-15,
-15,-21,-6,18,-4,-13,8,-16,-11,-16,-22,-15,
-15,-21,-6,18,-4,-13,8,-16,-12,-16,-23,-15,
-16,-21,-5,19,-5,-13,8,-15,-11,-17,-22,-15,
-16,-20,-4,18,-6,-12,9,-15,-10,-17,-21,-14,
-16,-20,-4,18,-6,-12,9,-15,-10,-16,-21,-14,
-15,-20,-5,18,-5,-12,8,-14,-9,-17,-20,-13,
-15,-20,-5,18,-5,-12,8,-14,-9,-18,-21,-14,
-16,-20,-4,18,-6,-12,8,-13,-8,-17,-22,-13,
-16,-21,-5,19,-5,-13,8,-13,-9,-17,-22,-14,
-16,-22,-6,19,-5,-14,8,-13,-8,-17,-22,-15,
-15,-25,-10,20,-2,-17,8,-12,-8,-18,-23,-15,
-14,-27,-13,21,0,-20,10,-9,-6,-18,-23,-16,
-13,-29,-16,21,2,-22,12,-6,-4,-16,-24,-16,
-13,-30,-17,22,2,-23,15,-1,-1,-14,-24,-17,
-12,-28,-16,20,2,-22,17,4,6,-10,-23,-18,
-10,-23,-13,17,2,-18,21,12,19,1,-19,-15,
-8,-16,-8,12,0,-12,23,21,37,17,-11,-9,
-3,-7,-4,5,1,-5,24,26,53,33,0,-2,
3,5,2,-4,1,4,23,26,64,50,15,9,
9,20,11,-14,-1,16,19,18,65,67,36,26,
16,36,20,-26,-2,28,8,-4,53,80,61,48,
26,57,31,-41,-2,44,-10,-36,36,97,97,79,
36,83,47,-59,-5,65,-27,-68,23,118,138,116,
41,111,70,-76,-14,91,-42,-95,13,139,179,153,
44,134,90,-89,-23,112,-58,-124,-1,155,215,184,
46,152,106,-99,-30,129,-81,-158,-21,167,246,214,
47,168,121,-107,-37,145,-109,-196,-47,174,273,239,
44,183,139,-113,-47,161,-140,-240,-79,174,293,259,
41,192,151,-116,-55,172,-168,-279,-113,168,307,274,
39,191,152,-115,-56,172,-187,-305,-143,157,311,280,
37,178,141,-107,-52,160,-194,-314,-168,136,299,272,
32,156,124,-94,-46,140,-195,-317,-192,99,265,252,
25,126,101,-75,-38,114,-194,-317,-212,52,214,218,
17,89,72,-53,-27,81,-193,-312,-224,2,151,172,
6,47,41,-26,-17,44,-185,-300,-230,-48,77,115,
-8,7,15,1,-11,11,-170,-281,-233,-99,5,56,
-22,-21,1,22,-11,-10,-150,-256,-232,-136,-46,12,
-29,-38,-9,34,-10,-23,-128,-226,-218,-147,-71,-14,
-29,-46,-17,38,-6,-31,-106,-191,-195,-138,-78,-25,
-26,-48,-22,37,-2,-35,-84,-152,-167,-120,-75,-28,
-23,-48,-25,36,1,-36,-60,-112,-135,-101,-69,-26,
-20,-46,-26,33,3,-36,-39,-78,-103,-82,-60,-22,
-20,-41,-21,31,1,-31,-20,-52,-74,-66,-51,-19,
-20,-36,-16,28,-2,-26,-8,-39,-51,-55,-43,-17,
-19,-33,-14,26,-2,-23,-2,-33,-34,-47,-36,-16,
-16,-32,-16,24,0,-24,2,-31,-22,-40,-32,-16,
-14,-31,-17,23,2,-24,4,-28,-15,-33,-30,-17,
-14,-31,-17,23,2,-24,7,-25,-11,-27,-30,-17,
-14,-29,-15,22,1,-22,10,-19,-9,-21,-31,-17,
-14,-27,-13,21,0,-20,12,-12,-9,-16,-31,-16,
-15,-25,-10,20,-2,-17,16,-4,-8,-13,-30,-15,
-17,-23,-6,20,-5,-14,20,3,-4,-13,-29,-15,
-17,-23,-6,20,-5,-14,22,7,0,-15,-28,-16,
-17,-23,-6,20,-5,-14,23,7,4,-15,-27,-15,
-16,-23,-7,20,-4,-15,23,5,6,-15,-26,-15,
-16,-24,-8,20,-4,-16,23,2,8,-14,-26,-15,
-17,-24,-7,21,-5,-15,24,1,9,-14,-26,-15,
-17,-25,-8,21,-4,-16,24,1,9,-14,-26,-15,
-17,-26,-9,22,-4,-17,24,0,8,-13,-26,-15,
-16,-26,-10,21,-3,-18,25,2,8,-12,-26,-15,
-16,-25,-9,21,-3,-17,26,4,8,-12,-25,-15,
-16,-25,-9,21,-3,-17,25,6,10,-11,-25,-15,
-17,-25,-8,21,-4,-16,25,6,11,-11,-26,-15,
-17,-25,-8,21,-4,-16,26,7,11,-10,-26,-15,
-17,-25,-8,21,-4,-16,26,8,12,-10,-25,-15,
-17,-25,-8,21,-4,-16,26,8,12,-10,-25,-16,
-16,-24,-8,20,-4,-16,26,8,12,-9,-25,-15,
-16,-24,-8,20,-4,-16,26,9,12,-9,-24,-16,
-16,-23,-7,20,-4,-15,26,9,13,-8,-24,-15,
-15,-23,-8,19,-3,-15,26,9,13,-7,-26,-17,
-15,-24,-9,20,-3,-16,25,9,13,-7,-25,-18,
-15,-23,-8,19,-3,-15,25,11,15,-7,-25,-17,
-14,-23,-9,19,-2,-16,26,12,16,-6,-24,-17,
-14,-22,-8,18,-3,-15,27,11,16,-5,-24,-17,
-14,-21,-7,18,-3,-14,27,12,17,-4,-23,-17,
-13,-21,-8,17,-2,-14,27,12,17,-4,-23,-17,
-13,-21,-8,17,-2,-14,27,13,18,-4,-22,-17,
-13,-21,-8,17,-2,-14,26,14,19,-4,-21,-18,
-13,-21,-8,17,-2,-14,26,14,19,-3,-21,-18,
-12,-21,-9,17,-1,-15,26,15,20,-3,-21,-18,
-12,-21,-9,17,-1,-15,26,15,20,-3,-21,-18,
-11,-20,-9,16,-1,-14,26,16,21,-3,-21,-19,
-11,-20,-9,16,-1,-14,26,16,21,-3,-21,-18,
-11,-19,-8,15,-1,-13,27,16,21,-1,-20,-18,
-11,-19,-8,15,-1,-13,27,17,23,0,-20,-18,
-10,-18,-8,14,-1,-13,27,17,24,1,-19,-19,
-10,-17,-7,14,-1,-12,27,17,25,2,-19,-19,
-10,-17,-7,14,-1,-12,27,18,26,2,-19,-18,
-9,-17,-8,13,0,-12,26,19,27,3,-18,-18,
-8,-16,-8,12,0,-12,26,19,28,4,-18,-18,
-8,-16,-8,12,0,-12,26,19,29,4,-17,-18,
-8,-16,-8,12,0,-12,26,19,30,4,-17,-17,
-8,-16,-8,12,0,-12,26,20,31,5,-17,-15,
-8,-16,-8,12,0,-12,26,22,32,7,-16,-15,
-8,-15,-7,12,0,-11,26,22,33,8,-16,-14,
-7,-14,-7,11,0,-10,26,23,35,9,-15,-13,
-7,-14,-7,11,0,-10,26,24,36,10,-15,-12,
-7,-14,-7,11,0,-10,25,25,37,11,-15,-11,
-7,-14,-7,11,0,-10,26,26,38,12,-15,-10,
-6,-12,-6,9,0,-9,26,26,40,13,-15,-9,
-5,-12,-7,9,1,-9,25,28,40,13,-14,-10,
-4,-12,-8,8,2,-10,25,29,41,14,-14,-10,
-4,-12,-8,8,2,-10,26,30,43,14,-12,-8,
-4,-12,-8,8,2,-10,26,32,45,16,-11,-7,
-3,-12,-9,8,3,-10,26,33,46,18,-11,-6,
-3,-10,-7,7,2,-8,26,34,48,19,-9,-5,
-2,-10,-8,6,3,-9,26,35,51,21,-8,-4,
0,-9,-9,5,5,-9,26,36,52,23,-6,-3,
0,-9,-9,5,5,-9,26,38,54,24,-5,-3,
1,-9,-10,4,6,-9,26,39,55,26,-4,-2,
2,-9,-11,4,7,-10,25,41,57,28,-2,-1,
3,-8,-11,3,7,-9,25,42,59,31,-1,0,
4,-7,-11,2,8,-9,25,44,62,33,0,1,
4,-7,-11,2,8,-9,25,46,64,35,2,2,
5,-6,-11,1,8,-8,26,49,66,37,4,3,
6,-5,-11,0,9,-8,26,50,69,38,6,4,
7,-4,-11,-1,9,-7,27,52,71,40,7,5,
9,-3,-12,-3,11,-7,27,54,74,43,8,8,
9,-3,-12,-3,11,-7,26,55,76,46,11,9,
11,-2,-13,-4,12,-7,26,56,79,49,13,10,
12,-2,-14,-5,13,-8,26,58,82,52,16,11,
13,0,-13,-6,13,-6,26,60,84,56,18,12,
15,0,-15,-7,15,-7,27,61,87,58,20,14,
15,1,-14,-8,15,-6,27,63,90,60,22,17,
16,3,-13,-9,15,-5,27,64,93,62,24,19,
18,4,-14,-11,16,-5,27,65,95,63,27,21,
19,6,-13,-12,16,-3,27,66,97,66,29,24,
20,7,-13,-13,17,-3,26,68,99,68,31,25,
21,7,-14,-14,18,-3,26,68,101,70,33,26,
21,8,-13,-14,17,-2,26,68,102,71,35,29,
23,9,-14,-16,19,-2,26,68,103,72,36,30,
24,10,-14,-17,19,-2,25,68,104,74,38,31,
24,11,-13,-17,19,-1,25,68,104,76,40,33,
25,12,-13,-18,19,0,25,68,105,76,40,33,
27,13,-14,-20,21,0,24,68,105,77,41,34,
27,13,-14,-20,21,0,24,68,105,77,42,35,
27,14,-13,-20,20,1,24,68,104,77,43,36,
27,15,-12,-21,20,2,23,67,103,77,44,36,
28,15,-13,-21,21,1,22,66,102,76,44,36,
28,15,-13,-21,21,1,22,65,102,76,45,37,
28,15,-13,-21,21,1,22,64,101,75,44,38,
28,15,-13,-21,21,1,21,62,100,75,44,38,
27,16,-11,-21,19,3,21,60,99,74,44,38,
26,16,-10,-21,18,3,21,58,97,73,44,38,
25,16,-9,-20,17,4,20,56,95,71,44,38,
24,16,-8,-20,16,4,20,55,92,70,44,38,
23,17,-6,-20,15,6,20,54,89,68,43,38,
22,17,-5,-19,14,6,20,52,86,66,42,37,
22,17,-5,-19,14,6,19,48,82,63,40,37,
21,17,-4,-19,13,7,18,45,79,61,38,37,
19,17,-2,-18,11,8,18,42,75,59,36,36,
19,17,-2,-18,11,8,17,39,71,56,33,35,
18,17,-1,-17,10,8,17,36,67,52,31,34,
15,17,2,-16,7,10,17,33,63,49,29,32,
14,17,3,-15,6,10,17,31,59,45,28,30,
13,17,4,-15,5,11,17,28,55,42,26,30,
10,16,6,-13,2,11,17,26,50,39,24,29,
9,15,6,-12,2,11,17,23,46,36,21,29,
7,13,6,-10,1,10,16,20,42,33,19,27,
6,12,6,-9,0,9,16,17,39,30,16,24,
5,11,6,-8,0,9,16,14,35,27,13,21,
3,10,7,-6,-2,9,16,12,32,25,11,19,
1,8,7,-4,-3,8,16,9,30,23,9,18,
1,7,6,-4,-2,7,16,7,28,20,7,16,
1,7,6,-4,-2,7,15,5,25,18,6,15,
-1,6,7,-2,-4,7,15,3,22,16,4,13,
-3,5,8,-1,-5,7,15,3,19,13,3,11,
-4,4,8,0,-6,6,15,2,16,11,2,10,
-4,3,7,1,-5,5,14,0,13,10,0,8,
-5,0,5,3,-5,3,14,-1,10,7,-2,7,
-6,0,6,3,-6,3,14,-3,9,5,-3,5,
-7,-2,5,5,-6,2,13,-4,8,3,-4,4,
-7,-3,4,5,-5,1,13,-5,7,1,-6,4,
-8,-3,5,6,-6,1,14,-5,5,0,-7,2,
-8,-4,4,6,-6,0,14,-6,4,0,-7,2,
-9,-4,5,7,-7,1,14,-7,3,-1,-8,2,
-9,-4,5,7,-7,1,14,-7,2,-2,-7,1,
-9,-4,5,7,-7,1,13,-8,1,-3,-7,1,
-9,-5,4,7,-6,0,13,-9,1,-4,-9,0,
-10,-5,5,8,-7,0,13,-9,0,-4,-9,0,
-10,-6,4,8,-7,-1,13,-9,-1,-5,-10,-1,
-10,-6,4,8,-7,-1,12,-10,-2,-7,-11,-1,
-10,-7,3,9,-6,-2,12,-11,-2,-7,-12,-3,
-10,-6,4,8,-7,-1,12,-11,-3,-8,-12,-2,
-10,-6,4,8,-7,-1,11,-12,-3,-8,-12,-2,
-10,-6,4,8,-7,-1,11,-11,-3,-8,-12,-2,
-11,-6,5,9,-8,0,11,-12,-2,-8,-12,-2,
-11,-7,4,9,-7,-1,10,-12,-3,-8,-11,-2,
-10,-7,3,9,-6,-2,10,-13,-4,-8,-12,-3,
-10,-7,3,9,-6,-2,10,-12,-5,-8,-13,-2,
-10,-7,3,9,-6,-2,10,-12,-4,-9,-13,-2,
-10,-7,3,9,-6,-2,10,-12,-4,-8,-13,-3,
-10,-8,2,9,-6,-3,10,-12,-4,-8,-13,-3,
-10,-8,2,9,-6,-3,11,-12,-4,-8,-13,-3,
-11,-8,3,10,-7,-2,10,-12,-4,-8,-13,-3,
-11,-8,3,10,-7,-2,10,-12,-5,-8,-14,-4,
-10,-8,2,9,-6,-3,10,-12,-4,-8,-13,-5,
-10,-8,2,9,-6,-3,11,-12,-4,-8,-12,-4,
-10,-8,2,9,-6,-3,10,-13,-4,-8,-13,-4,
-10,-9,1,10,-5,-4,10,-13,-4,-8,-13,-7,
-10,-9,1,10,-5,-4,11,-12,-3,-7,-13,-7,
-10,-9,1,10,-5,-4,11,-12,-3,-8,-13,-7,
-10,-9,1,10,-5,-4,11,-12,-3,-8,-13,-6,
-10,-9,1,10,-5,-4,11,-12,-3,-8,-13,-6,
-10,-9,1,10,-5,-4,11,-12,-3,-8,-13,-5,
-11,-9,2,10,-6,-3,11,-12,-3,-8,-13,-5,
-11,-8,3,10,-7,-2,11,-11,-3,-8,-13,-6,
-11,-8,3,10,-7,-2,11,-13,-3,-8,-14,-6,
-11,-8,3,10,-7,-2,11,-12,-3,-8,-14,-6,
-12,-8,4,10,-8,-2,11,-12,-3,-8,-14,-6,
-12,-9,3,11,-7,-3,11,-11,-3,-8,-13,-6,
-13,-9,4,11,-8,-2,11,-11,-3,-7,-13,-5,
-13,-9,4,11,-8,-2,11,-11,-3,-8,-12,-5,
-12,-8,4,10,-8,-2,11,-11,-3,-8,-12,-5,
-12,-8,4,10,-8,-2,11,-11,-3,-7,-14,-4,
-12,-8,4,10,-8,-2,12,-10,-2,-6,-13,-4,
-12,-9,3,11,-7,-3,13,-10,-2,-5,-13,-4,
-12,-9,3,11,-7,-3,13,-10,-1,-5,-13,-5,
-12,-9,3,11,-7,-3,13,-9,-1,-4,-12,-6,
-12,-9,3,11,-7,-3,12,-9,-1,-4,-13,-5,
-12,-9,3,11,-7,-3,12,-8,-2,-4,-13,-5,
-11,-8,3,10,-7,-2,13,-8,-1,-4,-13,-6,
-11,-8,3,10,-7,-2,13,-8,-1,-4,-12,-6,
-11,-8,3,10,-7,-2,13,-8,-1,-5,-12,-6,
-11,-7,4,9,-7,-1,13,-7,-1,-5,-12,-6,
-11,-7,4,9,-7,-1,13,-7,0,-5,-12,-6,
-11,-7,4,9,-7,-1,12,-7,0,-5,-12,-6,
-11,-7,4,9,-7,-1,12,-7,1,-5,-12,-6,
-10,-7,3,9,-6,-2,13,-7,1,-4,-12,-6,
-10,-7,3,9,-6,-2,13,-6,1,-3,-12,-5,
-10,-7,3,9,-6,-2,13,-6,1,-3,-12,-5,
-10,-7,3,9,-6,-2,13,-6,1,-2,-12,-4,
-10,-6,4,8,-7,-1,13,-6,1,-2,-12,-4,
-10,-6,4,8,-7,-1,13,-6,1,-2,-12,-4,
-10,-6,4,8,-7,-1,13,-6,1,-2,-11,-4,
-10,-6,4,8,-7,-1,12,-6,1,-2,-12,-4,
-10,-6,4,8,-7,-1,12,-6,1,-2,-12,-4,
-8,-6,2,7,-5,-2,12,-6,1,-2,-12,-4,
-8,-6,2,7,-5,-2,11,-6,1,-2,-12,-4,
-9,-6,3,8,-6,-1,11,-7,1,-3,-12,-4,
-8,-6,2,7,-5,-2,12,-6,2,-2,-11,-4,
-8,-5,3,7,-5,-1,12,-6,2,-2,-11,-4,
-8,-5,3,7,-5,-1,12,-6,3,-2,-11,-4,
-8,-5,3,7,-5,-1,11,-6,3,-2,-11,-4,
-9,-5,4,7,-6,0,11,-6,3,-1,-11,-4,
-9,-5,4,7,-6,0,12,-6,3,-1,-10,-5,
-8,-5,3,7,-5,-1,12,-6,2,0,-10,-5,
-7,-5,2,6,-4,-1,12,-7,2,-1,-9,-6,
-7,-5,2,6,-4,-1,12,-7,3,-1,-9,-5,
-8,-5,3,7,-5,-1,12,-6,3,0,-9,-5,
-8,-5,3,7,-5,-1,12,-6,3,0,-9,-5,
-7,-5,2,6,-4,-1,12,-6,3,0,-9,-5,
-7,-5,2,6,-4,-1,12,-7,3,-1,-10,-5,
-7,-4,3,6,-5,0,12,-7,3,0,-9,-6,
-6,-4,2,5,-4,-1,12,-6,2,0,-9,-5,
-7,-5,2,6,-4,-1,13,-6,2,0,-9,-5,
-7,-5,2,6,-4,-1,13,-6,2,0,-9,-5,
-7,-5,2,6,-4,-1,12,-7,2,-1,-10,-5,
-7,-5,2,6,-4,-1,12,-8,1,-2,-9,-6,
-7,-5,2,6,-4,-1,12,-8,1,-1,-9,-5,
-7,-5,2,6,-4,-1,12,-8,2,-1,-10,-5,
-7,-5,2,6,-4,-1,12,-8,1,-1,-10,-5,
-7,-5,2,6,-4,-1,12,-9,0,-3,-9,-5,
-6,-4,2,5,-4,-1,12,-9,0,-3,-10,-5,
-6,-4,2,5,-4,-1,13,-9,1,-2,-9,-4,
-6,-4,2,5,-4,-1,12,-9,0,-2,-10,-3,
-7,-5,2,6,-4,-1,12,-9,0,-3,-10,-3,
-7,-5,2,6,-4,-1,12,-9,1,-4,-10,-3,
-6,-5,1,6,-3,-2,12,-9,0,-3,-11,-3,
-6,-5,1,6,-3,-2,11,-9,0,-3,-11,-2,
-7,-6,1,7,-4,-2,11,-9,0,-4,-10,-3,
-6,-6,0,6,-3,-3,11,-9,0,-5,-10,-3,
-6,-6,0,6,-3,-3,12,-8,-1,-4,-10,-3,
-5,-6,-1,6,-2,-3,12,-8,-1,-5,-10,-3,
-5,-6,-1,6,-2,-3,12,-8,-1,-5,-11,-3,
-6,-6,0,6,-3,-3,12,-8,-1,-5,-11,-3,
