‡T,‡U,‡V,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-17,-24,-7,21,-5,-15,19,31,9,-10,-29,-27,
-16,-23,-7,20,-4,-15,19,33,11,-9,-28,-26,
-15,-21,-6,18,-4,-13,21,35,15,-6,-26,-25,
-14,-21,-7,18,-3,-14,23,36,17,-6,-26,-25,
-16,-22,-6,19,-5,-14,23,37,17,-5,-26,-27,
-18,-23,-5,21,-6,-14,23,37,17,-4,-26,-28,
-17,-22,-5,20,-6,-13,23,38,19,-3,-25,-28,
-15,-21,-6,18,-4,-13,22,39,21,-1,-24,-28,
-14,-20,-6,17,-4,-13,22,41,23,1,-22,-28,
-13,-19,-6,16,-3,-12,22,41,23,1,-22,-29,
-13,-19,-6,16,-3,-12,23,42,25,3,-20,-30,
-13,-19,-6,16,-3,-12,24,45,28,6,-19,-30,
-12,-18,-6,15,-3,-12,24,48,30,7,-19,-31,
-13,-18,-5,16,-4,-11,24,48,33,10,-18,-30,
-12,-17,-5,15,-3,-11,24,50,34,12,-15,-28,
-12,-17,-5,15,-3,-11,25,52,37,13,-12,-28,
-12,-16,-4,14,-4,-10,25,54,38,14,-10,-28,
-10,-13,-3,12,-3,-8,27,57,41,18,-8,-28,
-7,-12,-5,10,-1,-8,28,60,44,23,-6,-27,
-6,-12,-6,9,0,-9,28,62,47,25,-5,-27,
-6,-12,-6,9,0,-9,29,64,50,28,-3,-24,
-5,-10,-5,8,0,-7,30,66,53,31,-2,-22,
-4,-9,-5,7,1,-7,30,68,57,33,0,-22,
-3,-7,-4,5,1,-5,31,69,59,34,1,-21,
-3,-5,-2,4,0,-3,32,72,61,36,4,-19,
-3,-5,-2,4,0,-3,32,74,64,39,7,-18,
-3,-5,-2,4,0,-3,33,76,67,42,10,-15,
-2,-4,-2,3,0,-3,34,78,70,46,14,-13,
-1,-3,-2,2,1,-2,35,80,74,50,18,-10,
0,-2,-2,1,1,-2,35,82,78,54,21,-9,
2,0,-2,-1,2,-1,35,82,81,56,23,-8,
4,5,1,-4,2,3,35,82,83,59,25,-7,
4,6,2,-5,1,4,35,84,85,62,27,-4,
7,9,2,-8,3,6,35,85,88,66,31,-2,
11,11,0,-11,6,6,37,87,91,70,35,0,
10,12,2,-11,4,7,37,89,94,73,39,2,
9,12,3,-10,3,8,35,89,95,75,41,2,
10,13,3,-11,4,8,35,89,96,76,43,3,
13,15,2,-14,6,9,35,90,99,79,46,6,
14,17,3,-15,6,10,35,91,102,82,48,8,
14,20,6,-17,4,13,34,91,102,83,49,10,
14,20,6,-17,4,13,34,91,104,86,52,12,
14,18,4,-16,5,11,33,91,106,89,56,13,
14,18,4,-16,5,11,31,90,106,90,59,14,
14,22,8,-18,3,15,30,88,106,90,61,15,
16,26,10,-21,3,18,30,87,105,91,63,16,
16,27,11,-21,3,19,30,87,105,93,65,17,
17,27,10,-22,4,19,30,87,105,94,66,21,
19,30,11,-24,4,21,28,86,105,94,67,22,
22,34,12,-28,5,23,27,84,104,94,67,23,
21,34,13,-27,4,24,25,82,102,92,68,22,
18,33,15,-25,2,24,24,78,99,92,68,22,
19,34,15,-26,2,25,23,75,97,90,68,23,
20,37,17,-28,2,27,22,71,96,88,68,23,
22,38,16,-30,3,27,20,67,94,86,68,25,
20,36,16,-28,2,26,19,64,92,84,67,25,
18,33,15,-25,2,24,18,62,88,82,65,25,
17,31,14,-24,2,23,15,58,81,76,62,23,
16,30,14,-23,1,22,15,54,74,71,59,21,
15,30,15,-22,0,23,13,50,68,65,57,20,
13,30,17,-21,-2,24,13,47,62,60,54,20,
12,29,17,-20,-2,23,12,43,57,56,52,20,
12,27,15,-19,-1,21,10,40,54,51,49,18,
10,24,14,-17,-2,19,8,36,50,47,44,17,
8,24,16,-16,-4,20,6,32,47,44,40,15,
7,23,16,-15,-4,20,6,28,44,40,36,14,
5,21,16,-13,-5,19,5,25,39,37,33,12,
4,19,15,-11,-5,17,4,22,33,32,30,10,
4,17,13,-10,-4,15,4,19,28,29,28,7,
3,15,12,-9,-4,14,3,16,22,23,25,5,
1,13,12,-7,-5,13,0,12,15,19,22,2,
0,9,9,-4,-4,9,-1,8,10,13,16,0,
-2,7,9,-2,-5,8,-1,4,6,8,12,-1,
-4,7,11,-1,-7,9,-2,1,3,4,8,-2,
-4,7,11,-1,-7,9,-2,-1,3,2,5,-4,
-3,5,8,-1,-5,7,-2,-3,1,0,2,-6,
-5,2,7,2,-6,5,-3,-5,-1,-3,0,-9,
-5,1,6,2,-5,4,-4,-5,-4,-4,0,-11,
-6,0,6,3,-6,3,-5,-8,-8,-7,-2,-12,
-7,-1,6,4,-6,3,-6,-11,-13,-10,-4,-14,
-7,-1,6,4,-6,3,-7,-13,-16,-13,-7,-15,
-8,-2,6,5,-7,2,-7,-14,-18,-15,-8,-15,
-8,-4,4,6,-6,0,-7,-14,-18,-17,-9,-14,
-9,-5,4,7,-6,0,-7,-15,-19,-19,-12,-15,
-11,-7,4,9,-7,-1,-7,-17,-22,-21,-14,-17,
-13,-8,5,11,-9,-1,-9,-19,-23,-22,-17,-18,
-13,-8,5,11,-9,-1,-9,-20,-23,-22,-17,-19,
-9,-6,3,8,-6,-1,-9,-21,-24,-23,-18,-19,
-8,-6,2,7,-5,-2,-9,-20,-25,-24,-18,-18,
-10,-10,0,10,-5,-5,-10,-21,-27,-26,-19,-19,
-11,-12,-1,12,-5,-6,-10,-23,-28,-27,-19,-20,
-10,-11,-1,11,-4,-6,-10,-23,-29,-27,-19,-20,
-11,-11,0,11,-5,-5,-10,-23,-30,-27,-20,-20,
-13,-11,2,12,-7,-4,-11,-24,-32,-29,-22,-22,
-13,-11,2,12,-7,-4,-12,-25,-32,-29,-21,-21,
-13,-10,3,12,-8,-3,-12,-25,-32,-29,-21,-21,
-15,-12,3,14,-9,-4,-11,-25,-32,-29,-21,-21,
-15,-13,2,14,-8,-5,-12,-25,-32,-30,-21,-21,
-13,-12,1,13,-7,-5,-12,-25,-32,-30,-21,-21,
-12,-12,0,12,-6,-6,-12,-25,-32,-31,-22,-21,
-14,-15,-1,15,-6,-8,-13,-27,-34,-31,-23,-21,
-15,-16,-1,16,-7,-8,-14,-28,-35,-32,-24,-21,
-15,-15,0,15,-7,-7,-13,-27,-34,-31,-23,-20,
-14,-15,-1,15,-6,-8,-12,-26,-33,-31,-23,-20,
-14,-15,-1,15,-6,-8,-12,-28,-33,-31,-24,-20,
-13,-14,-1,14,-6,-7,-13,-29,-35,-32,-25,-21,
-13,-13,0,13,-6,-6,-13,-29,-35,-32,-25,-21,
-13,-13,0,13,-6,-6,-13,-29,-35,-32,-24,-20,
-13,-13,0,13,-6,-6,-12,-29,-35,-32,-24,-18,
-13,-14,-1,14,-6,-7,-12,-29,-35,-32,-24,-18,
-13,-14,-1,14,-6,-7,-12,-29,-35,-32,-24,-19,
-13,-11,2,12,-7,-4,-12,-29,-36,-33,-25,-18,
-14,-12,2,13,-8,-5,-12,-28,-35,-33,-24,-18,
-14,-13,1,14,-7,-6,-11,-28,-33,-33,-25,-18,
-12,-11,1,12,-6,-5,-12,-26,-32,-31,-23,-18,
-10,-10,0,10,-5,-5,-11,-25,-32,-31,-22,-17,
-12,-12,0,12,-6,-6,-11,-25,-32,-32,-22,-17,
-15,-16,-1,16,-7,-8,-11,-26,-33,-32,-22,-18,
-14,-17,-3,16,-5,-10,-11,-25,-33,-32,-22,-18,
-12,-14,-2,13,-5,-8,-11,-24,-33,-32,-23,-18,
-12,-13,-1,13,-5,-7,-10,-24,-33,-32,-23,-19,
-12,-13,-1,13,-5,-7,-10,-23,-33,-31,-23,-18,
-12,-11,1,12,-6,-5,-9,-23,-32,-31,-22,-18,
-14,-12,2,13,-8,-5,-9,-23,-33,-30,-23,-19,
-17,-17,0,17,-8,-8,-10,-23,-33,-32,-25,-21,
-16,-17,-1,17,-7,-9,-10,-22,-33,-31,-24,-19,
-15,-16,-1,16,-7,-8,-9,-20,-32,-30,-24,-18,
-15,-16,-1,16,-7,-8,-10,-20,-31,-30,-24,-17,
-14,-14,0,14,-7,-7,-10,-19,-32,-31,-25,-17,
-13,-13,0,13,-6,-6,-10,-18,-32,-31,-25,-17,
-13,-13,0,13,-6,-6,-9,-16,-31,-31,-25,-17,
-14,-15,-1,15,-6,-8,-9,-16,-31,-30,-26,-17,
-15,-15,0,15,-7,-7,-8,-15,-30,-31,-26,-17,
-15,-13,2,14,-8,-5,-7,-13,-30,-30,-24,-17,
-16,-12,4,14,-10,-4,-7,-13,-29,-30,-24,-18,
-16,-14,2,15,-9,-6,-5,-11,-27,-31,-23,-16,
-16,-17,-1,17,-7,-9,-5,-9,-26,-30,-23,-16,
-14,-17,-3,16,-5,-10,-5,-9,-26,-29,-23,-15,
-13,-17,-4,15,-4,-10,-4,-8,-25,-29,-23,-16,
-13,-17,-4,15,-4,-10,-4,-7,-25,-29,-23,-17,
-14,-17,-3,16,-5,-10,-3,-7,-24,-29,-23,-18,
-15,-18,-3,17,-6,-10,-3,-7,-24,-29,-24,-18,
-15,-16,-1,16,-7,-8,-3,-7,-24,-28,-24,-19,
-15,-14,1,15,-8,-6,-4,-7,-25,-28,-24,-19,
-15,-14,1,15,-8,-6,-4,-6,-25,-28,-24,-19,
-15,-14,1,15,-8,-6,-3,-5,-24,-27,-23,-19,
-14,-14,0,14,-7,-7,-3,-5,-23,-27,-23,-20,
-15,-14,1,15,-8,-6,-2,-4,-23,-26,-23,-21,
-15,-17,-2,16,-6,-9,-2,-3,-23,-26,-22,-21,
-14,-17,-3,16,-5,-10,-2,-3,-22,-26,-22,-21,
-14,-12,2,13,-8,-5,-1,-3,-22,-26,-22,-22,
-14,-11,3,13,-8,-4,-2,-2,-22,-26,-23,-22,
-15,-14,1,15,-8,-6,-3,-2,-22,-25,-23,-22,
-14,-14,0,14,-7,-7,-3,-2,-22,-24,-24,-22,
-14,-14,0,14,-7,-7,-4,-2,-22,-24,-24,-22,
-13,-13,0,13,-6,-6,-4,-3,-22,-25,-24,-23,
-13,-12,1,13,-7,-5,-3,-3,-22,-25,-23,-23,
-14,-14,0,14,-7,-7,-3,-3,-20,-24,-23,-23,
-15,-15,0,15,-7,-7,-2,-3,-19,-24,-23,-23,
-15,-14,1,15,-8,-6,-3,-3,-20,-24,-23,-22,
-15,-12,3,14,-9,-4,-3,-4,-19,-24,-24,-22,
-15,-12,3,14,-9,-4,-2,-4,-19,-24,-23,-22,
-15,-12,3,14,-9,-4,-2,-4,-19,-23,-22,-22,
-15,-11,4,13,-9,-3,-2,-4,-18,-23,-21,-21,
-17,-11,6,14,-11,-2,-1,-1,-19,-22,-20,-21,
-14,-9,5,12,-9,-2,0,0,-17,-20,-18,-20,
-14,-8,6,11,-10,-1,0,0,-17,-19,-18,-20,
-12,-6,6,9,-9,0,0,1,-17,-18,-16,-19,
-10,-2,8,6,-9,3,0,1,-16,-18,-15,-18,
-12,-3,9,8,-10,3,0,1,-16,-18,-15,-18,
-12,-3,9,8,-10,3,-1,1,-16,-18,-16,-18,
-11,-1,10,6,-10,5,0,2,-15,-18,-16,-17,
-10,0,10,5,-10,5,0,2,-15,-17,-15,-17,
-10,0,10,5,-10,5,0,1,-15,-17,-14,-17,
-11,0,11,6,-11,6,0,1,-15,-16,-14,-16,
-11,0,11,6,-11,6,0,2,-15,-15,-13,-15,
-11,3,14,4,-12,9,0,2,-15,-15,-13,-14,
-10,5,15,3,-12,10,0,3,-14,-15,-13,-14,
-9,7,16,1,-12,12,0,3,-14,-14,-13,-14,
-8,8,16,0,-12,12,0,5,-13,-13,-12,-13,
-7,10,17,-1,-12,14,2,5,-11,-12,-11,-11,
-7,11,18,-2,-12,15,1,6,-10,-12,-11,-11,
-7,12,19,-2,-13,16,-1,4,-11,-12,-11,-10,
-7,14,21,-3,-14,18,-5,1,-12,-12,-10,-9,
-7,15,22,-4,-14,19,-9,-1,-14,-12,-9,-8,
-5,15,20,-5,-12,18,-10,-2,-14,-11,-9,-6,
-4,16,20,-6,-12,18,-10,-1,-13,-11,-9,-5,
-4,16,20,-6,-12,18,-12,-1,-15,-12,-8,-5,
-1,18,19,-8,-10,19,-14,-3,-15,-11,-6,-3,
4,20,16,-12,-6,18,-15,-4,-16,-10,-6,-1,
2,18,16,-10,-7,17,-17,-7,-18,-13,-7,-3,
1,18,17,-9,-8,18,-17,-9,-19,-14,-7,-4,
1,18,17,-9,-8,18,-17,-11,-19,-15,-8,-4,
1,17,16,-9,-7,17,-19,-12,-21,-17,-9,-5,
1,17,16,-9,-7,17,-19,-12,-21,-17,-7,-3,
1,17,16,-9,-7,17,-19,-13,-22,-18,-7,-3,
1,15,14,-8,-6,15,-21,-14,-24,-20,-8,-2,
1,14,13,-7,-6,14,-23,-14,-26,-21,-8,-1,
0,12,12,-6,-6,12,-24,-14,-27,-21,-9,-2,
0,11,11,-5,-5,11,-24,-15,-27,-23,-10,-4,
-1,9,10,-4,-5,10,-23,-15,-27,-23,-11,-5,
-1,8,9,-3,-5,9,-22,-15,-27,-23,-11,-5,
-2,7,9,-2,-5,8,-21,-14,-27,-22,-10,-5,
-2,5,7,-1,-4,6,-20,-14,-27,-22,-10,-5,
-4,2,6,1,-5,4,-18,-14,-27,-24,-12,-8,
-6,1,7,3,-6,4,-16,-14,-27,-24,-14,-9,
-8,-2,6,5,-7,2,-14,-14,-26,-24,-14,-10,
-8,-7,1,8,-4,-3,-14,-13,-26,-23,-14,-10,
-9,-10,-1,10,-4,-5,-15,-13,-26,-24,-16,-12,
-12,-12,0,12,-6,-6,-15,-13,-28,-26,-18,-13,
-13,-14,-1,14,-6,-7,-15,-14,-28,-27,-20,-14,
-13,-14,-1,14,-6,-7,-15,-14,-30,-28,-21,-16,
-14,-16,-2,15,-6,-9,-15,-15,-32,-30,-21,-18,
-14,-19,-5,17,-4,-12,-15,-16,-33,-31,-22,-18,
-14,-21,-7,18,-3,-14,-15,-16,-34,-33,-23,-20,
-14,-21,-7,18,-3,-14,-15,-17,-35,-34,-24,-21,
-12,-20,-8,16,-2,-14,-13,-17,-35,-34,-24,-20,
-8,-15,-7,12,0,-11,-11,-15,-33,-31,-22,-18,
-9,-15,-6,12,-1,-10,-11,-17,-34,-32,-23,-18,
-14,-21,-7,18,-3,-14,-12,-18,-35,-34,-24,-21,
-17,-25,-8,21,-4,-16,-14,-19,-36,-35,-26,-24,
-18,-26,-8,22,-5,-17,-14,-18,-36,-35,-25,-24,
-14,-22,-8,18,-3,-15,-14,-16,-35,-35,-24,-23,
-12,-20,-8,16,-2,-14,-13,-17,-36,-35,-26,-23,
-12,-21,-9,17,-1,-15,-13,-17,-36,-35,-26,-23,
-15,-24,-9,20,-3,-16,-12,-17,-36,-35,-27,-23,
-18,-27,-9,23,-4,-18,-13,-17,-37,-37,-29,-24,
-20,-29,-9,25,-5,-19,-14,-18,-37,-37,-29,-25,
-20,-29,-9,25,-5,-19,-15,-18,-37,-37,-29,-26,
-19,-26,-7,23,-6,-16,-15,-19,-37,-37,-29,-26,
-19,-25,-6,22,-6,-15,-14,-20,-37,-38,-28,-26,
-17,-25,-8,21,-4,-16,-14,-18,-36,-36,-27,-25,
-17,-27,-10,22,-3,-18,-13,-18,-36,-36,-27,-24,
-18,-27,-9,23,-4,-18,-14,-17,-36,-35,-27,-24,
-17,-27,-10,22,-3,-18,-14,-17,-36,-36,-27,-24,
-17,-29,-12,23,-2,-20,-13,-17,-36,-36,-27,-24,
-18,-29,-11,24,-3,-20,-12,-16,-35,-35,-26,-23,
-17,-29,-12,23,-2,-20,-11,-17,-35,-36,-26,-23,
-17,-28,-11,23,-3,-19,-11,-17,-35,-36,-27,-22,
-17,-28,-11,23,-3,-19,-11,-17,-37,-36,-27,-22,
-18,-28,-10,23,-4,-19,-11,-17,-37,-36,-28,-23,
-19,-28,-9,24,-5,-18,-11,-17,-36,-35,-28,-23,
-19,-29,-10,24,-4,-19,-9,-15,-35,-35,-29,-24,
-19,-29,-10,24,-4,-19,-5,-12,-34,-34,-30,-26,
-20,-29,-9,25,-5,-19,0,-6,-33,-37,-32,-28,
-23,-29,-6,26,-8,-17,7,1,-33,-40,-38,-32,
-29,-34,-5,32,-12,-19,17,11,-32,-44,-48,-41,
-36,-39,-3,38,-16,-21,32,26,-30,-50,-62,-50,
-40,-40,0,40,-20,-20,46,41,-26,-54,-75,-60,
-43,-38,5,41,-24,-16,58,55,-21,-57,-85,-66,
-45,-37,8,41,-26,-14,69,69,-14,-56,-89,-70,
-47,-35,12,41,-29,-11,78,83,-2,-50,-89,-69,
-44,-33,11,39,-27,-11,89,105,18,-38,-83,-67,
-37,-29,8,33,-22,-10,99,132,47,-16,-69,-61,
-25,-18,7,22,-16,-5,105,156,83,17,-42,-47,
-7,0,7,4,-7,4,104,168,112,56,-4,-22,
11,20,9,-15,1,15,95,160,131,98,47,11,
33,47,14,-40,10,31,81,141,144,144,109,53,
55,74,19,-64,18,47,60,111,157,196,177,100,
77,101,24,-89,27,63,32,75,171,253,247,147,
99,126,27,-112,36,77,-2,32,184,309,316,192,
116,144,28,-130,44,86,-36,-11,195,358,378,232,
127,151,24,-139,52,88,-68,-52,206,399,425,260,
132,141,9,-136,62,75,-98,-96,197,411,447,272,
133,116,-17,-124,75,50,-121,-139,165,379,435,264,
129,82,-47,-105,88,18,-131,-169,121,318,388,239,
116,51,-65,-83,91,-7,-134,-192,66,235,312,200,
95,28,-67,-61,81,-19,-136,-221,-19,121,217,159,
70,10,-60,-40,65,-25,-142,-262,-144,-29,108,114,
48,-6,-54,-21,51,-30,-153,-303,-252,-156,14,71,
31,-20,-51,-5,41,-35,-159,-322,-307,-222,-48,34,
15,-30,-45,8,30,-37,-159,-324,-321,-244,-82,7,
0,-35,-35,18,18,-35,-154,-314,-312,-241,-98,-12,
-15,-38,-23,27,4,-30,-148,-301,-296,-233,-108,-28,
-27,-37,-10,32,-8,-23,-142,-285,-278,-223,-112,-40,
-36,-34,2,35,-19,-16,-132,-264,-257,-212,-112,-46,
-43,-33,10,38,-26,-11,-122,-238,-233,-194,-109,-47,
-46,-29,17,38,-31,-6,-108,-204,-202,-167,-100,-44,
-40,-22,18,31,-29,-2,-88,-160,-165,-135,-85,-37,
-33,-16,17,25,-25,1,-68,-117,-129,-105,-72,-35,
-29,-16,13,23,-21,-1,-49,-81,-101,-84,-62,-34,
-29,-17,12,23,-20,-2,-33,-54,-82,-71,-56,-37,
-28,-18,10,23,-19,-4,-23,-38,-69,-65,-53,-37,
-27,-17,10,22,-18,-3,-18,-31,-60,-62,-50,-36,
-27,-17,10,22,-18,-3,-15,-28,-54,-59,-48,-34,
-27,-17,10,22,-18,-3,-13,-25,-48,-54,-45,-32,
-25,-19,6,22,-15,-6,-9,-21,-40,-48,-41,-31,
-24,-21,3,23,-13,-9,-4,-15,-35,-41,-39,-31,
-24,-22,2,23,-13,-10,1,-6,-31,-34,-37,-31,
-24,-25,-1,25,-11,-13,6,3,-27,-30,-37,-32,
-23,-28,-5,26,-9,-16,10,10,-26,-29,-37,-34,
-23,-27,-4,25,-9,-15,11,14,-25,-31,-38,-35,
-23,-27,-4,25,-9,-15,10,15,-25,-33,-38,-34,
-23,-27,-4,25,-9,-15,8,13,-24,-35,-37,-34,
-23,-28,-5,26,-9,-16,7,9,-24,-36,-38,-36,
-23,-28,-5,26,-9,-16,7,8,-23,-34,-38,-36,
-23,-28,-5,26,-9,-16,8,8,-20,-32,-37,-36,
-21,-27,-6,24,-7,-16,10,10,-18,-29,-35,-36,
-19,-25,-6,22,-6,-15,11,13,-17,-28,-35,-36,
-19,-25,-6,22,-6,-15,11,16,-17,-27,-35,-38,
-19,-26,-7,23,-6,-16,12,17,-16,-26,-34,-38,
-16,-24,-8,20,-4,-16,14,20,-14,-25,-33,-37,
-15,-23,-8,19,-3,-15,14,20,-14,-25,-33,-37,
-17,-26,-9,22,-4,-17,14,20,-14,-26,-33,-39,
-19,-25,-6,22,-6,-15,14,20,-13,-25,-32,-38,
-19,-25,-6,22,-6,-15,15,20,-13,-24,-32,-37,
-19,-26,-7,23,-6,-16,15,20,-13,-23,-32,-36,
-18,-27,-9,23,-4,-18,16,21,-12,-23,-31,-35,
-18,-27,-9,23,-4,-18,16,21,-12,-22,-31,-34,
-19,-27,-8,23,-5,-17,15,22,-10,-21,-32,-33,
-19,-28,-9,24,-5,-18,14,23,-10,-20,-32,-33,
-18,-28,-10,23,-4,-19,15,25,-10,-19,-32,-32,
-14,-22,-8,18,-3,-15,16,26,-8,-18,-31,-31,
-12,-19,-7,16,-2,-13,16,27,-8,-17,-31,-30,
-15,-23,-8,19,-3,-15,16,27,-6,-17,-31,-30,
-16,-25,-9,21,-3,-17,16,27,-5,-17,-31,-29,
-17,-26,-9,22,-4,-17,17,28,-4,-17,-30,-28,
-16,-26,-10,21,-3,-18,17,28,-3,-16,-30,-27,
-15,-25,-10,20,-2,-17,17,30,-2,-15,-29,-25,
-14,-23,-9,19,-2,-16,18,32,-1,-14,-29,-25,
-17,-25,-8,21,-4,-16,18,31,0,-13,-29,-26,
-18,-25,-7,22,-5,-16,18,32,0,-13,-29,-25,
-16,-23,-7,20,-4,-15,18,33,0,-11,-28,-25,
-14,-23,-9,19,-2,-16,19,34,2,-9,-27,-25,
-13,-23,-10,18,-1,-16,19,36,4,-8,-26,-24,
-12,-22,-10,17,-1,-16,19,36,6,-8,-26,-24,
-12,-22,-10,17,-1,-16,20,38,7,-7,-25,-25,
-12,-23,-11,18,0,-17,21,41,10,-4,-23,-25,
-12,-23,-11,18,0,-17,22,43,11,-2,-23,-25,
-12,-22,-10,17,-1,-16,22,44,13,-1,-23,-24,
-12,-21,-9,17,-1,-15,23,46,14,0,-22,-24,
-11,-20,-9,16,-1,-14,23,48,15,0,-21,-23,
-10,-19,-9,15,0,-14,24,50,17,3,-19,-23,
-10,-19,-9,15,0,-14,24,52,19,4,-18,-23,
-10,-19,-9,15,0,-14,24,53,21,6,-16,-23,
-8,-19,-11,14,2,-15,24,55,24,8,-15,-22,
-7,-18,-11,13,2,-14,24,57,26,10,-14,-22,
-6,-18,-12,12,3,-15,24,58,28,11,-13,-22,
-4,-14,-10,9,3,-12,26,61,30,14,-9,-20,
-3,-12,-9,8,3,-10,27,63,33,16,-8,-19,
-5,-13,-8,9,2,-10,27,64,34,18,-8,-20,
-5,-13,-8,9,2,-10,27,65,36,19,-7,-20,
-4,-11,-7,8,2,-9,28,68,38,21,-6,-18,
-4,-10,-6,7,1,-8,28,69,40,23,-4,-18,
-3,-9,-6,6,2,-7,28,71,43,25,-2,-17,
-3,-8,-5,6,1,-6,28,72,46,27,0,-15,
-1,-7,-6,4,3,-6,30,75,49,30,2,-12,
0,-6,-6,3,3,-6,31,77,53,34,5,-10,
2,-6,-8,2,5,-7,31,79,56,37,7,-8,
3,-3,-6,0,5,-4,32,81,58,39,8,-7,
4,0,-4,-2,4,-2,32,83,61,42,10,-5,
6,0,-6,-3,6,-3,32,84,64,46,13,-4,
6,-1,-7,-2,7,-4,31,86,67,48,15,-2,
6,0,-6,-3,6,-3,33,88,70,53,19,0,
8,2,-6,-5,7,-2,33,91,73,57,23,3,
10,4,-6,-7,8,-1,34,93,77,60,27,6,
10,5,-5,-7,8,0,35,94,79,63,30,9,
11,7,-4,-9,8,2,35,95,81,65,33,11,
11,7,-4,-9,8,2,36,96,83,67,35,13,
13,9,-4,-11,9,3,36,97,86,70,37,15,
16,10,-6,-13,11,2,36,99,89,73,40,17,
18,13,-5,-15,12,4,36,99,91,75,42,18,
19,15,-4,-17,12,6,35,100,93,78,45,20,
19,18,-1,-18,10,9,35,100,94,81,49,22,
20,19,-1,-19,11,9,34,101,95,83,51,24,
20,20,0,-20,10,10,34,101,96,85,54,26,
21,22,1,-21,10,12,34,101,99,87,58,28,
24,25,1,-24,12,13,33,102,100,88,62,30,
25,27,2,-26,12,15,31,100,100,90,64,32,
25,27,2,-26,12,15,30,99,100,91,65,32,
27,28,1,-27,13,15,30,98,99,92,68,35,
27,28,1,-27,13,15,28,97,99,92,69,37,
27,31,4,-29,12,18,28,96,99,93,70,38,
30,37,7,-33,12,22,27,94,99,94,73,40,
29,38,9,-33,10,24,25,91,98,93,73,40,
28,37,9,-32,10,23,24,89,97,93,74,42,
27,35,8,-31,10,22,22,86,95,92,75,43,
26,33,7,-29,10,20,20,84,92,92,74,43,
27,34,7,-30,10,21,18,81,90,90,73,43,
27,35,8,-31,10,22,17,78,85,87,72,43,
27,34,7,-30,10,21,17,75,82,84,72,43,
24,31,7,-27,9,19,15,71,79,82,71,43,
24,34,10,-29,7,22,13,66,73,77,67,42,
25,39,14,-32,6,27,12,61,66,71,64,40,
23,37,14,-30,5,26,11,58,62,66,61,40,
20,33,13,-26,4,23,10,53,56,61,59,38,
20,34,14,-27,3,24,10,50,52,58,55,37,
19,31,12,-25,4,22,9,46,48,55,52,35,
15,27,12,-21,2,20,9,43,43,52,49,32,
15,26,11,-20,2,19,7,40,38,48,44,30,
13,24,11,-18,1,18,6,35,33,42,39,28,
12,22,10,-17,1,16,5,32,29,36,35,25,
11,20,9,-15,1,15,5,29,26,32,32,23,
10,19,9,-14,1,14,4,26,21,27,28,21,
8,16,8,-12,0,12,2,22,16,22,25,18,
6,14,8,-10,-1,11,0,18,11,19,21,15,
5,13,8,-9,-1,11,-1,15,7,16,18,12,
4,13,9,-8,-2,11,-1,12,3,14,15,10,
4,12,8,-8,-2,10,-1,9,0,11,13,9,
2,9,7,-5,-2,8,-2,6,-4,7,9,7,
0,6,6,-3,-3,6,-2,5,-7,3,6,5,
0,5,5,-2,-2,5,-1,3,-9,0,3,3,
0,3,3,-1,-1,3,-3,0,-12,-3,1,1,
-2,2,4,0,-3,3,-3,-1,-14,-6,0,0,
-2,1,3,1,-2,2,-4,-2,-16,-8,-2,-1,
-3,0,3,2,-3,2,-4,-3,-18,-9,-4,-2,
-3,-2,1,3,-2,0,-4,-4,-20,-11,-6,-2,
-4,-3,1,4,-2,-1,-4,-6,-21,-12,-8,-3,
-5,-6,-1,6,-2,-3,-5,-9,-25,-14,-10,-5,
-6,-7,-1,7,-2,-4,-6,-9,-27,-17,-12,-6,
-6,-6,0,6,-3,-3,-6,-10,-28,-18,-13,-5,
-6,-6,0,6,-3,-3,-7,-11,-29,-20,-14,-7,
-8,-8,0,8,-4,-4,-8,-12,-31,-21,-16,-9,
-10,-9,1,10,-5,-4,-9,-13,-33,-22,-16,-9,
-9,-8,1,9,-5,-3,-8,-13,-33,-22,-17,-8,
-8,-7,1,8,-4,-3,-8,-14,-33,-22,-17,-8,
-9,-8,1,9,-5,-3,-7,-14,-33,-24,-17,-9,
-10,-10,0,10,-5,-5,-9,-14,-34,-24,-18,-9,
-10,-10,0,10,-5,-5,-9,-15,-35,-25,-19,-11,
-6,-7,-1,7,-2,-4,-9,-15,-35,-25,-19,-11,
-8,-9,-1,9,-3,-5,-10,-15,-37,-25,-20,-10,
-9,-11,-2,10,-3,-6,-10,-16,-38,-26,-20,-10,
-9,-11,-2,10,-3,-6,-9,-16,-38,-25,-19,-10,
-9,-11,-2,10,-3,-6,-9,-17,-37,-25,-19,-9,
-9,-11,-2,10,-3,-6,-9,-17,-37,-25,-18,-9,
-11,-13,-2,12,-4,-7,-9,-18,-37,-25,-18,-9,
-10,-11,-1,11,-4,-6,-9,-18,-37,-26,-18,-9,
-9,-10,-1,10,-4,-5,-9,-17,-37,-26,-18,-8,
-10,-10,0,10,-5,-5,-9,-17,-38,-26,-17,-8,
-11,-12,-1,12,-5,-6,-9,-18,-38,-26,-18,-8,
-10,-12,-2,11,-4,-7,-10,-19,-38,-27,-19,-8,
-9,-12,-3,11,-3,-7,-10,-19,-39,-26,-18,-8,
-9,-11,-2,10,-3,-6,-9,-19,-39,-26,-18,-7,
