‡T,‡U,‡V,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-12,-2,10,7,-11,4,5,-14,-14,-9,-14,-15,
-11,-2,9,7,-10,4,5,-14,-13,-7,-14,-16,
-9,-1,8,5,-8,4,5,-14,-13,-6,-12,-15,
-9,1,10,4,-9,6,5,-14,-13,-5,-11,-13,
-9,2,11,4,-10,7,5,-16,-13,-5,-11,-15,
-11,1,12,5,-11,7,5,-16,-14,-6,-13,-17,
-10,1,11,5,-10,6,5,-15,-11,-5,-12,-15,
-7,0,7,4,-7,4,5,-14,-11,-4,-11,-15,
-6,-1,5,4,-5,2,4,-14,-14,-4,-11,-16,
-9,-4,5,7,-7,1,3,-17,-16,-7,-13,-17,
-10,-4,6,7,-8,1,3,-17,-15,-8,-14,-16,
-11,-5,6,8,-8,1,4,-17,-15,-8,-13,-17,
-10,-7,3,9,-6,-2,3,-17,-16,-8,-15,-18,
-6,-6,0,6,-3,-3,3,-16,-14,-7,-14,-17,
-5,-6,-1,6,-2,-3,4,-16,-14,-7,-11,-16,
-6,-6,0,6,-3,-3,5,-15,-13,-6,-11,-16,
-6,-6,0,6,-3,-3,5,-15,-14,-7,-12,-17,
-9,-6,3,8,-6,-1,5,-14,-14,-6,-11,-15,
-11,-4,7,8,-9,2,6,-15,-14,-5,-11,-15,
-8,-3,5,6,-6,1,5,-14,-14,-6,-12,-15,
-6,-2,4,4,-5,1,6,-13,-12,-5,-11,-15,
-4,0,4,2,-4,2,6,-13,-12,-5,-11,-15,
-4,0,4,2,-4,2,6,-13,-12,-5,-11,-14,
-4,-2,2,3,-3,0,4,-15,-14,-6,-13,-15,
-9,-5,4,7,-6,0,4,-15,-14,-6,-14,-15,
-10,-7,3,9,-6,-2,4,-15,-14,-7,-15,-16,
-7,-6,1,7,-4,-2,2,-17,-16,-9,-16,-18,
-6,-6,0,6,-3,-3,2,-17,-16,-10,-17,-19,
-12,-8,4,10,-8,-2,4,-15,-15,-7,-14,-17,
-14,-8,6,11,-10,-1,5,-15,-13,-5,-13,-16,
-11,-7,4,9,-7,-1,3,-17,-15,-7,-14,-18,
-9,-7,2,8,-5,-2,2,-19,-17,-9,-15,-19,
-12,-9,3,11,-7,-3,3,-18,-15,-8,-14,-18,
-16,-9,7,13,-11,-1,4,-16,-15,-7,-14,-16,
-11,-3,8,7,-9,3,4,-15,-15,-7,-15,-17,
-5,-1,4,3,-4,2,3,-16,-16,-8,-16,-18,
-4,-3,1,4,-2,-1,3,-17,-16,-6,-14,-18,
-3,-4,-1,4,-1,-2,3,-16,-14,-4,-11,-16,
-4,-3,1,4,-2,-1,3,-14,-13,-4,-11,-13,
-10,-7,3,9,-6,-2,3,-15,-15,-6,-12,-15,
-13,-9,4,11,-8,-2,4,-14,-16,-7,-13,-16,
-16,-10,6,13,-11,-2,3,-15,-17,-8,-13,-17,
-16,-10,6,13,-11,-2,3,-16,-16,-8,-13,-16,
-11,-9,2,10,-6,-3,3,-15,-16,-7,-13,-16,
-9,-8,1,9,-5,-3,4,-15,-16,-6,-13,-17,
-9,-8,1,9,-5,-3,2,-17,-17,-7,-14,-17,
-10,-8,2,9,-6,-3,1,-19,-19,-7,-15,-18,
-10,-6,4,8,-7,-1,2,-18,-17,-7,-13,-18,
-10,-4,6,7,-8,1,1,-18,-16,-6,-12,-17,
-9,-4,5,7,-7,1,1,-18,-16,-5,-11,-16,
-10,-6,4,8,-7,-1,1,-18,-17,-5,-12,-17,
-12,-6,6,9,-9,0,1,-18,-17,-6,-13,-18,
-9,-3,6,6,-7,2,1,-18,-17,-5,-12,-17,
-8,0,8,4,-8,4,1,-18,-17,-6,-13,-17,
-8,-2,6,5,-7,2,1,-18,-17,-8,-14,-17,
-8,-5,3,7,-5,-1,1,-18,-17,-8,-14,-16,
-9,-2,7,6,-8,3,2,-17,-15,-8,-13,-15,
-11,-3,8,7,-9,3,4,-15,-15,-7,-13,-15,
-16,-7,9,12,-12,1,4,-15,-15,-7,-12,-14,
-14,-6,8,10,-11,1,4,-16,-14,-7,-12,-14,
-9,-5,4,7,-6,0,4,-16,-14,-7,-12,-15,
-8,-4,4,6,-6,0,4,-16,-14,-6,-12,-15,
-7,-4,3,6,-5,0,5,-15,-14,-6,-13,-16,
-7,-4,3,6,-5,0,5,-14,-13,-5,-11,-14,
-9,-1,8,5,-8,4,6,-14,-12,-4,-10,-13,
-11,0,11,6,-11,6,7,-14,-12,-3,-9,-13,
-12,0,12,6,-12,6,7,-14,-12,-2,-9,-13,
-11,1,12,5,-11,7,7,-14,-12,-2,-9,-13,
-7,4,11,2,-9,8,7,-14,-11,-2,-10,-13,
-7,5,12,1,-9,9,6,-13,-11,-3,-10,-13,
-7,6,13,1,-10,10,8,-11,-9,-1,-9,-12,
-7,4,11,2,-9,8,9,-10,-8,0,-10,-14,
-7,4,11,2,-9,8,9,-9,-8,-1,-11,-15,
-4,3,7,1,-5,5,8,-9,-8,-1,-12,-16,
0,1,1,0,0,1,8,-8,-8,-3,-13,-16,
-3,1,4,1,-3,3,10,-7,-7,-1,-11,-14,
-7,4,11,2,-9,8,11,-7,-6,0,-11,-14,
-6,5,11,1,-8,8,10,-8,-7,0,-11,-14,
-6,0,6,3,-6,3,10,-7,-7,0,-11,-13,
-6,0,6,3,-6,3,10,-6,-5,1,-10,-12,
-7,1,8,3,-7,5,11,-4,-4,4,-7,-10,
-7,3,10,2,-8,7,10,-5,-4,3,-7,-9,
-6,3,9,2,-7,6,8,-6,-4,2,-6,-9,
-5,3,8,1,-6,6,5,-7,-4,1,-6,-8,
-3,4,7,0,-5,6,3,-8,-4,1,-6,-7,
-2,5,7,-1,-4,6,1,-9,-6,0,-6,-8,
-2,8,10,-3,-6,9,0,-12,-6,0,-6,-7,
-4,7,11,-1,-7,9,-1,-14,-7,0,-6,-7,
-3,8,11,-2,-7,10,-2,-16,-7,0,-5,-7,
2,13,11,-7,-4,12,-4,-16,-8,-2,-5,-8,
6,16,10,-11,-2,13,-5,-17,-8,-3,-7,-10,
4,15,11,-9,-3,13,-7,-19,-10,-4,-6,-10,
3,13,10,-8,-3,12,-7,-20,-12,-4,-7,-8,
3,11,8,-7,-2,10,-8,-20,-14,-6,-9,-10,
3,13,10,-8,-3,12,-8,-19,-13,-4,-9,-10,
4,14,10,-9,-3,12,-6,-15,-12,-3,-8,-10,
4,12,8,-8,-2,10,-7,-15,-13,-3,-8,-11,
2,11,9,-6,-3,10,-7,-15,-11,-3,-6,-10,
0,9,9,-4,-4,9,-4,-13,-7,0,-5,-7,
2,7,5,-4,-1,6,-2,-12,-7,0,-5,-7,
6,8,2,-7,2,5,-2,-12,-8,-1,-6,-7,
6,8,2,-7,2,5,0,-12,-8,-1,-5,-7,
1,6,5,-3,-2,6,1,-10,-7,0,-5,-6,
0,5,5,-2,-2,5,0,-10,-7,0,-5,-7,
0,7,7,-3,-3,7,0,-10,-6,0,-5,-8,
-1,5,6,-2,-3,6,0,-10,-6,0,-5,-9,
-4,3,7,1,-5,5,-1,-12,-7,-1,-6,-10,
-3,3,6,0,-4,5,-3,-13,-9,-2,-6,-11,
1,4,3,-2,-1,4,-4,-15,-10,-2,-6,-9,
2,4,2,-3,0,3,-3,-15,-10,-1,-6,-9,
1,5,4,-3,-1,5,-2,-15,-11,-2,-7,-9,
-2,4,6,-1,-4,5,-2,-15,-11,-4,-9,-10,
-6,1,7,3,-6,4,-3,-17,-13,-5,-10,-12,
-8,-1,7,5,-7,3,-4,-17,-14,-5,-10,-14,
-11,-3,8,7,-9,3,-4,-18,-15,-6,-10,-15,
-13,-5,8,9,-10,2,-5,-20,-17,-9,-12,-15,
-11,-2,9,7,-10,4,-5,-20,-17,-10,-12,-16,
-10,-2,8,6,-9,3,-6,-21,-18,-12,-14,-17,
-12,-4,8,8,-10,2,-5,-20,-18,-14,-15,-17,
-14,-5,9,10,-11,2,-5,-20,-19,-16,-16,-18,
-15,-9,6,12,-10,-1,-4,-22,-20,-17,-16,-19,
-15,-11,4,13,-9,-3,-3,-21,-20,-15,-16,-18,
-13,-9,4,11,-8,-2,-3,-21,-20,-14,-17,-18,
-13,-8,5,11,-9,-1,-4,-22,-21,-14,-18,-18,
-15,-7,8,11,-11,1,-5,-22,-20,-13,-18,-18,
-13,-7,6,10,-9,0,-5,-21,-20,-11,-17,-17,
-10,-7,3,9,-6,-2,-4,-21,-20,-11,-17,-18,
-13,-7,6,10,-9,0,-2,-18,-19,-10,-17,-18,
-16,-8,8,12,-12,0,-2,-17,-18,-10,-18,-18,
-16,-8,8,12,-12,0,-2,-16,-19,-11,-18,-18,
-13,-10,3,12,-8,-3,-2,-16,-19,-12,-20,-21,
-11,-11,0,11,-5,-5,0,-12,-17,-12,-21,-23,
-10,-9,1,10,-5,-4,5,-5,-12,-11,-21,-24,
-11,-10,1,11,-6,-4,10,4,-8,-9,-21,-26,
-7,-11,-4,9,-1,-7,17,16,-2,-6,-20,-25,
0,-11,-11,6,6,-11,25,33,6,-2,-17,-22,
4,-12,-16,4,10,-14,34,52,20,5,-14,-22,
4,-11,-15,4,10,-13,44,69,36,16,-11,-19,
6,-6,-12,0,9,-9,52,81,54,32,-2,-11,
16,1,-15,-8,16,-7,56,89,76,51,8,-3,
24,8,-16,-16,20,-4,57,96,100,73,22,4,
31,16,-15,-23,23,1,56,100,124,98,40,15,
39,29,-10,-34,25,10,43,97,147,125,62,30,
53,47,-6,-50,30,21,21,84,164,151,86,48,
69,65,-4,-67,37,31,-4,70,179,175,112,68,
87,86,-1,-86,44,43,-39,51,195,202,140,89,
109,111,2,-110,54,57,-81,23,211,231,171,115,
128,136,8,-132,60,72,-124,-11,223,261,203,143,
146,158,12,-152,67,85,-167,-51,229,284,229,166,
163,175,12,-169,76,94,-206,-93,227,300,249,187,
172,183,11,-177,81,97,-244,-139,219,310,266,205,
174,187,13,-180,81,100,-280,-186,205,313,278,217,
173,192,19,-182,77,106,-314,-230,188,312,288,228,
171,201,30,-186,71,116,-340,-268,167,309,297,238,
165,202,37,-183,64,120,-354,-292,142,294,296,239,
155,194,39,-174,58,117,-357,-305,113,271,286,233,
144,184,40,-164,52,112,-346,-297,89,245,270,223,
132,169,37,-150,48,103,-318,-271,69,205,235,202,
109,142,33,-125,38,88,-282,-241,42,148,184,168,
80,108,28,-94,26,68,-248,-222,6,86,129,129,
56,80,24,-68,16,52,-212,-205,-23,34,79,92,
40,60,20,-50,10,40,-175,-182,-36,6,49,65,
27,47,20,-37,4,34,-138,-155,-39,-5,31,46,
19,37,18,-28,1,28,-105,-130,-41,-10,19,29,
15,27,12,-21,2,20,-76,-104,-41,-12,10,16,
10,19,9,-14,1,14,-56,-79,-38,-11,5,7,
4,14,10,-9,-3,12,-42,-57,-36,-10,2,2,
0,11,11,-5,-5,11,-32,-39,-30,-10,1,0,
-6,8,14,-1,-10,11,-25,-28,-26,-9,-1,0,
-10,5,15,3,-12,10,-21,-24,-21,-10,-5,-2,
-12,0,12,6,-12,6,-16,-22,-15,-10,-10,-5,
-14,-4,10,9,-12,3,-9,-20,-7,-7,-13,-8,
-13,-4,9,9,-11,3,0,-16,0,-2,-12,-10,
-12,-3,9,8,-10,3,7,-11,4,0,-12,-12,
-12,-4,8,8,-10,2,10,-8,2,-1,-14,-16,
-10,-6,4,8,-7,-1,9,-4,-3,-3,-17,-18,
-8,-4,4,6,-6,0,8,-2,-9,-5,-16,-18,
-10,-2,8,6,-9,3,8,0,-12,-6,-15,-18,
-13,-2,11,8,-12,5,9,0,-13,-6,-13,-13,
-13,-1,12,7,-12,6,8,-1,-13,-8,-14,-14,
-10,-2,8,6,-9,3,9,-2,-12,-11,-19,-18,
-11,-4,7,8,-9,2,11,-2,-10,-13,-21,-20,
-15,-6,9,11,-12,2,12,-2,-9,-15,-22,-21,
-17,-5,12,11,-14,4,16,0,-8,-13,-21,-19,
-16,-5,11,11,-13,3,18,2,-8,-13,-20,-19,
-14,-4,10,9,-12,3,17,2,-10,-15,-21,-21,
-12,-2,10,7,-11,4,16,2,-12,-16,-22,-22,
-12,-2,10,7,-11,4,17,3,-12,-15,-21,-21,
-14,-4,10,9,-12,3,18,3,-11,-14,-21,-21,
-16,-6,10,11,-13,2,18,3,-12,-14,-22,-22,
-16,-8,8,12,-12,0,19,3,-12,-14,-24,-23,
-13,-9,4,11,-8,-2,19,4,-11,-14,-23,-22,
-14,-10,4,12,-9,-3,19,4,-11,-13,-24,-22,
-16,-8,8,12,-12,0,19,4,-11,-14,-24,-23,
-21,-11,10,16,-15,0,19,5,-11,-15,-23,-23,
-24,-13,11,19,-17,-1,20,6,-10,-15,-22,-24,
-24,-11,13,18,-18,1,20,7,-9,-14,-22,-24,
-19,-9,10,14,-14,1,18,7,-9,-14,-21,-24,
-17,-9,8,13,-12,0,18,7,-9,-14,-21,-25,
-16,-9,7,13,-11,-1,20,9,-8,-13,-21,-27,
-13,-5,8,9,-10,2,21,10,-8,-11,-20,-24,
-15,-8,7,12,-11,0,19,7,-10,-14,-22,-26,
-16,-11,5,14,-10,-3,18,6,-11,-15,-24,-28,
-18,-10,8,14,-13,-1,19,8,-9,-13,-22,-26,
-16,-9,7,13,-11,-1,19,9,-8,-13,-22,-25,
-15,-9,6,12,-10,-1,20,9,-7,-12,-22,-25,
-15,-11,4,13,-9,-3,21,10,-8,-11,-23,-27,
-16,-13,3,15,-9,-5,22,10,-7,-11,-22,-27,
-16,-10,6,13,-11,-2,23,12,-7,-10,-22,-24,
-16,-8,8,12,-12,0,22,13,-7,-11,-23,-23,
-16,-7,9,12,-12,1,22,12,-7,-13,-24,-25,
-18,-7,11,13,-14,2,23,12,-7,-13,-24,-25,
-18,-6,12,12,-15,3,23,13,-5,-13,-23,-24,
-16,-7,9,12,-12,1,22,14,-6,-15,-24,-27,
-18,-9,9,14,-13,0,23,14,-5,-15,-25,-29,
-16,-10,6,13,-11,-2,24,15,-4,-14,-24,-28,
-13,-9,4,11,-8,-2,24,16,-3,-13,-23,-27,
-14,-9,5,12,-9,-2,24,16,-4,-13,-24,-27,
-16,-9,7,13,-11,-1,25,17,-5,-13,-24,-26,
-16,-8,8,12,-12,0,26,18,-4,-12,-23,-24,
-15,-6,9,11,-12,2,28,21,-2,-10,-20,-22,
-13,-5,8,9,-10,2,28,23,-1,-9,-18,-20,
-12,-7,5,10,-8,-1,28,23,0,-8,-16,-20,
-12,-6,6,9,-9,0,28,23,0,-9,-16,-21,
-13,-5,8,9,-10,2,27,23,1,-10,-17,-21,
-13,-5,8,9,-10,2,27,24,1,-10,-17,-19,
-12,-6,6,9,-9,0,29,26,3,-9,-15,-18,
-13,-6,7,10,-10,1,31,27,3,-7,-15,-18,
-14,-7,7,11,-10,0,29,27,1,-8,-16,-20,
-12,-5,7,9,-9,1,29,27,1,-9,-17,-21,
-12,-1,11,7,-11,5,31,30,3,-8,-15,-20,
-11,-2,9,7,-10,4,31,32,4,-8,-14,-20,
-7,-3,4,5,-5,1,29,30,2,-8,-14,-21,
-9,-6,3,8,-6,-1,27,30,2,-8,-16,-22,
-8,-8,0,8,-4,-4,27,30,2,-6,-17,-21,
-8,-7,1,8,-4,-3,28,32,4,-6,-16,-20,
-7,-3,4,5,-5,1,29,35,5,-4,-16,-21,
-3,1,4,1,-3,3,31,37,8,-2,-13,-20,
-1,0,1,1,-1,1,30,38,9,-2,-13,-20,
-5,-5,0,5,-2,-2,30,38,9,-4,-14,-22,
-5,-1,4,3,-4,2,30,39,9,-5,-13,-21,
-2,1,3,1,-2,2,31,40,10,-5,-13,-21,
-2,0,2,1,-2,1,32,42,12,-4,-13,-21,
-5,3,8,1,-6,6,34,43,14,-3,-13,-21,
-5,3,8,1,-6,6,36,46,16,-2,-13,-21,
-2,4,6,-1,-4,5,36,45,15,-2,-14,-21,
-3,4,7,0,-5,6,36,47,14,-2,-12,-20,
-6,3,9,2,-7,6,36,48,14,-2,-12,-19,
-6,2,8,2,-7,5,36,48,14,-4,-14,-21,
-5,2,7,2,-6,5,37,50,16,-2,-15,-20,
-7,2,9,3,-8,6,37,51,17,0,-14,-19,
-7,2,9,3,-8,6,38,54,19,0,-13,-18,
-7,2,9,3,-8,6,40,57,21,2,-12,-16,
0,4,4,-2,-2,4,39,58,21,2,-13,-16,
7,7,0,-7,4,4,39,59,21,2,-12,-16,
4,4,0,-4,2,2,40,62,23,4,-10,-16,
0,2,2,-1,-1,2,41,64,25,5,-9,-17,
0,6,6,-3,-3,6,41,66,27,5,-9,-17,
3,12,9,-7,-3,11,41,68,28,5,-9,-17,
5,15,10,-10,-2,13,41,70,29,7,-8,-16,
4,13,9,-8,-2,11,41,72,31,9,-7,-14,
1,10,9,-5,-4,10,42,73,32,9,-7,-14,
1,7,6,-4,-2,7,42,74,33,8,-10,-16,
1,5,4,-3,-1,5,42,75,34,8,-11,-18,
0,2,2,-1,-1,2,44,78,37,8,-10,-18,
0,3,3,-1,-1,3,45,81,40,12,-9,-17,
3,6,3,-4,0,5,45,83,41,13,-9,-16,
4,6,2,-5,1,4,45,84,41,13,-9,-17,
0,3,3,-1,-1,3,46,88,44,16,-6,-14,
-2,2,4,0,-3,3,46,91,46,17,-4,-13,
0,5,5,-2,-2,5,46,92,48,17,-5,-14,
1,6,5,-3,-2,6,46,95,51,18,-5,-14,
1,6,5,-3,-2,6,49,98,54,21,-1,-12,
4,8,4,-6,0,6,47,99,54,22,-1,-13,
14,12,-2,-13,8,5,48,101,57,24,0,-11,
15,17,2,-16,7,10,51,106,61,27,2,-7,
12,15,3,-13,5,9,52,108,64,28,3,-7,
11,12,1,-11,5,7,50,110,65,29,3,-9,
11,11,0,-11,6,6,50,111,68,30,3,-8,
13,15,2,-14,6,9,50,114,69,31,4,-7,
16,19,3,-17,7,11,51,116,71,34,6,-6,
14,20,6,-17,4,13,51,116,73,36,8,-4,
13,20,7,-16,3,14,51,116,74,38,10,-2,
14,20,6,-17,4,13,51,119,76,39,11,-2,
15,16,1,-15,7,9,52,121,78,41,12,-1,
16,15,-1,-15,9,7,50,121,80,42,12,-2,
14,13,-1,-13,8,6,49,121,80,41,11,-2,
13,13,0,-13,7,7,49,121,83,43,12,-1,
15,15,0,-15,8,8,48,121,84,44,13,0,
17,16,-1,-16,9,8,47,121,84,44,13,0,
18,20,2,-19,8,11,48,123,87,46,16,4,
20,24,4,-22,8,14,48,125,89,48,19,6,
21,26,5,-23,8,16,46,123,90,47,20,5,
19,24,5,-21,7,15,43,121,90,46,20,5,
19,22,3,-20,8,13,43,121,90,46,20,5,
21,23,2,-22,10,13,42,120,89,48,20,6,
18,23,5,-20,7,14,42,118,89,48,20,6,
16,23,7,-19,5,15,42,117,89,50,21,6,
14,21,7,-17,4,14,41,115,90,51,22,7,
14,22,8,-18,3,15,39,111,89,49,22,7,
17,27,10,-22,4,19,37,108,88,49,22,7,
14,27,13,-20,1,20,37,105,86,50,22,7,
13,25,12,-19,1,19,35,103,83,49,22,7,
11,25,14,-18,-1,20,32,98,80,46,21,7,
14,26,12,-20,1,19,30,93,77,46,21,7,
16,26,10,-21,3,18,29,88,76,46,20,7,
16,26,10,-21,3,18,28,83,74,46,20,7,
15,26,11,-20,2,19,28,78,72,45,19,8,
14,26,12,-20,1,19,26,72,66,42,16,5,
12,25,13,-18,0,19,24,65,61,39,14,3,
10,20,10,-15,0,15,21,59,55,36,12,0,
7,18,11,-12,-2,15,19,56,50,33,12,1,
4,19,15,-11,-5,17,19,52,46,31,12,1,
8,21,13,-14,-2,17,20,51,44,30,12,1,
11,19,8,-15,2,14,21,47,42,29,13,1,
10,19,9,-14,1,14,21,42,41,29,14,1,
8,20,12,-14,-2,16,19,37,38,26,12,0,
6,21,15,-13,-4,18,18,32,33,24,11,0,
2,18,16,-10,-7,17,18,28,29,24,11,-2,
1,18,17,-9,-8,18,17,25,25,22,8,-4,
4,18,14,-11,-5,16,15,23,20,19,7,-4,
6,20,14,-13,-4,17,14,20,16,16,7,-4,
5,19,14,-12,-4,17,12,18,12,14,5,-6,
4,17,13,-10,-4,15,11,13,9,12,3,-7,
1,14,13,-7,-6,14,9,10,7,10,3,-9,
-3,11,14,-4,-8,13,9,9,7,9,2,-8,
-1,9,10,-4,-5,10,10,8,5,7,0,-8,
0,7,7,-3,-3,7,9,3,3,3,-1,-8,
-1,7,8,-3,-4,8,9,3,1,1,-1,-7,
-2,8,10,-3,-6,9,10,1,1,1,-1,-8,
0,10,10,-5,-5,10,10,0,0,1,-1,-8,
0,8,8,-4,-4,8,10,-1,-2,-1,-4,-11,
-4,6,10,-1,-7,8,9,-3,-5,-4,-6,-13,
-9,4,13,3,-11,9,8,-4,-7,-5,-7,-13,
-8,1,9,4,-8,5,8,-4,-9,-7,-8,-13,
-6,1,7,3,-6,4,8,-6,-10,-6,-10,-13,
-7,3,10,2,-8,7,7,-5,-10,-6,-10,-14,
-7,4,11,2,-9,8,7,-5,-10,-6,-9,-13,
-11,1,12,5,-11,7,7,-6,-11,-6,-9,-13,
-10,1,11,5,-10,6,7,-8,-12,-7,-10,-15,
-6,0,6,3,-6,3,6,-9,-12,-8,-10,-16,
-7,0,7,4,-7,4,6,-9,-12,-8,-10,-15,
-10,-1,9,6,-9,4,7,-9,-11,-8,-10,-14,
-13,-2,11,8,-12,5,8,-9,-11,-7,-9,-13,
-11,0,11,6,-11,6,6,-10,-13,-8,-9,-14,
-10,0,10,5,-10,5,5,-11,-16,-9,-10,-13,
-11,-2,9,7,-10,4,5,-10,-15,-9,-10,-12,
-10,-2,8,6,-9,3,5,-10,-14,-8,-10,-12,
-8,-1,7,5,-7,3,3,-12,-16,-9,-11,-14,
-8,0,8,4,-8,4,3,-12,-16,-11,-12,-14,
-9,-1,8,5,-8,4,5,-11,-16,-11,-11,-13,
-9,0,9,5,-9,5,3,-12,-17,-12,-10,-14,
-7,2,9,3,-8,6,4,-11,-15,-10,-8,-13,
-8,1,9,4,-8,5,6,-11,-15,-10,-8,-13,
-8,3,11,3,-9,7,6,-11,-15,-10,-9,-14,
-8,8,16,0,-12,12,6,-11,-14,-9,-8,-14,
-10,5,15,3,-12,10,5,-11,-15,-10,-9,-15,
-8,2,10,3,-9,6,4,-12,-17,-12,-11,-15,
-6,0,6,3,-6,3,4,-13,-18,-14,-11,-16,
-4,3,7,1,-5,5,4,-12,-16,-14,-12,-15,
-7,2,9,3,-8,6,6,-11,-15,-13,-10,-14,
-5,2,7,2,-6,5,4,-13,-17,-13,-11,-15,
-8,0,8,4,-8,4,4,-13,-17,-13,-11,-16,
-11,-2,9,7,-10,4,4,-13,-16,-13,-12,-16,
-10,-2,8,6,-9,3,5,-13,-16,-12,-12,-15,
-8,2,10,3,-9,6,4,-13,-16,-11,-11,-13,
-7,8,15,0,-11,12,4,-13,-16,-11,-10,-12,
-5,8,13,-1,-9,11,4,-13,-15,-11,-10,-11,
-2,5,7,-1,-4,6,5,-12,-13,-10,-9,-12,
-1,4,5,-1,-3,5,5,-11,-13,-9,-9,-14,
-4,4,8,0,-6,6,5,-10,-13,-9,-8,-12,
-3,5,8,-1,-5,7,5,-9,-13,-9,-9,-10,
-1,8,9,-3,-5,9,6,-9,-14,-10,-9,-10,
0,8,8,-4,-4,8,6,-9,-14,-9,-10,-11,
0,5,5,-2,-2,5,7,-9,-13,-9,-9,-11,
1,4,3,-2,-1,4,7,-9,-13,-9,-9,-11,
0,4,4,-2,-2,4,6,-9,-13,-11,-10,-12,
-2,6,8,-2,-5,7,7,-7,-13,-10,-11,-13,
-2,8,10,-3,-6,9,8,-7,-12,-10,-11,-12,
-3,7,10,-2,-6,9,8,-8,-13,-10,-11,-12,
0,5,5,-2,-2,5,8,-6,-12,-10,-10,-12,
0,5,5,-2,-2,5,10,-5,-9,-9,-7,-11,
1,5,4,-3,-1,5,9,-5,-10,-10,-8,-12,
5,7,2,-6,2,5,8,-8,-12,-12,-12,-14,
1,7,6,-4,-2,7,9,-6,-12,-13,-12,-14,
-2,8,10,-3,-6,9,11,-5,-11,-12,-11,-14,
-1,10,11,-4,-6,11,13,-4,-10,-10,-10,-12,
-1,9,10,-4,-5,10,14,-3,-10,-8,-9,-9,
-2,7,9,-2,-5,8,12,-3,-10,-8,-9,-10,
-5,7,12,-1,-8,10,12,-3,-9,-6,-10,-11,
-4,7,11,-1,-7,9,12,-2,-8,-5,-8,-11,
-1,9,10,-4,-5,10,12,-2,-8,-5,-8,-10,
-1,6,7,-2,-4,7,11,-5,-9,-6,-9,-12,
-2,5,7,-1,-4,6,11,-4,-9,-4,-7,-10,
-1,10,11,-4,-6,11,12,-3,-10,-4,-7,-9,
0,12,12,-6,-6,12,12,-2,-9,-4,-6,-8,
-4,9,13,-2,-8,11,14,-1,-9,-4,-5,-7,
-5,8,13,-1,-9,11,13,-2,-9,-4,-5,-10,
-4,9,13,-2,-8,11,13,-2,-10,-5,-5,-11,
3,11,8,-7,-2,10,13,0,-9,-4,-3,-8,
7,13,6,-10,1,10,15,1,-8,-3,-1,-7,
8,15,7,-11,1,11,13,1,-8,-3,-2,-8,
7,14,7,-10,0,11,13,2,-7,-4,-3,-9,
2,10,8,-6,-3,9,14,2,-7,-4,-5,-10,
1,8,7,-4,-3,8,14,2,-7,-6,-7,-12,
-1,7,8,-3,-4,8,15,2,-6,-6,-9,-13,
-5,3,8,1,-6,6,14,2,-7,-7,-10,-15,
-6,4,10,1,-8,7,14,2,-6,-8,-10,-17,
-5,5,10,0,-7,8,15,2,-7,-7,-10,-17,
-2,6,8,-2,-5,7,15,2,-7,-7,-10,-16,
-1,7,8,-3,-4,8,17,3,-6,-6,-8,-15,
5,10,5,-7,0,8,18,3,-6,-6,-8,-13,
11,8,-3,-9,7,3,16,2,-7,-6,-12,-15,
8,6,-2,-7,5,2,17,2,-7,-5,-12,-16,
0,7,7,-3,-3,7,18,4,-4,-2,-8,-13,
-3,11,14,-4,-8,13,19,6,-3,-1,-6,-11,
-2,13,15,-5,-8,14,18,5,-4,-1,-7,-12,
0,12,12,-6,-6,12,18,5,-4,-2,-8,-11,
0,11,11,-5,-5,11,18,4,-4,-2,-9,-11,
0,10,10,-5,-5,10,17,3,-5,-4,-10,-12,
1,8,7,-4,-3,8,16,2,-6,-4,-11,-14,
2,6,4,-4,-1,5,16,2,-6,-6,-12,-15,
0,8,8,-4,-4,8,16,3,-6,-5,-12,-14,
-3,8,11,-2,-7,10,15,2,-6,-5,-12,-13,
-5,9,14,-2,-9,12,14,2,-8,-6,-12,-13,
0,11,11,-5,-5,11,14,1,-9,-6,-11,-13,
6,12,6,-9,0,9,13,1,-8,-5,-11,-15,
4,12,8,-8,-2,10,13,2,-7,-5,-10,-13,
2,12,10,-7,-4,11,14,2,-7,-3,-8,-10,
2,11,9,-6,-3,10,15,2,-7,-3,-6,-9,
0,11,11,-5,-5,11,15,2,-7,-3,-6,-9,
0,12,12,-6,-6,12,13,0,-8,-4,-6,-10,
2,10,8,-6,-3,9,12,-1,-8,-3,-5,-9,
4,11,7,-7,-1,9,11,-3,-10,-5,-7,-11,
4,12,8,-8,-2,10,11,-2,-10,-5,-8,-11,
5,11,6,-8,0,9,11,-2,-11,-5,-8,-11,
4,10,6,-7,-1,8,13,-2,-11,-6,-8,-11,
3,11,8,-7,-2,10,13,-2,-12,-6,-7,-11,
2,11,9,-6,-3,10,12,-5,-13,-7,-8,-11,
0,8,8,-4,-4,8,12,-5,-15,-8,-10,-11,
0,10,10,-5,-5,10,12,-5,-14,-7,-10,-11,
0,13,13,-6,-6,13,13,-4,-12,-6,-8,-10,
2,13,11,-7,-4,12,13,-4,-12,-6,-8,-9,
0,13,13,-6,-6,13,11,-5,-12,-8,-9,-9,
-1,14,15,-6,-8,15,11,-5,-13,-8,-10,-11,
2,16,14,-9,-6,15,10,-5,-14,-8,-11,-13,
